CAS-RN,SMILES,train/test,LC50,CIC0,SM1_Dz(Z),GATS1i,NdsCH,NdssC,MLOGP
5465-65-6,CC(=O)c1ccc(c(c1)N(=O)=O)Cl,test,4.559,2.33,0.932,0.931,0,1,2.529
55-18-5,CCN(N=O)CC,test,2.120,2.542,0.429,1.891,0,0,0.562
55-21-0,NC(=O)c1ccccc1,train,2.263,2.456,0.331,0.875,0,1,1.294
55-38-9,CSc1ccc(cc1C)OP(=S)(OC)OC,train,4.963,3.18,1.281,1.246,0,0,2.492
55-63-0,O=N(=O)OC(CON(=O)=O)CON(=O)=O,train,4.919,2.482,1.303,1.415,0,0,0.575
55-86-7,ClCCN(CCCl)C,train,3.289,2.719,0.891,2.292,0,0,1.94
552-41-0,COc1ccc(c(c1)O)C(=O)C,test,3.379,3.023,0.56,1.168,0,1,1.75
552-89-6,O=Cc1ccccc1N(=O)=O,test,4.021,2.251,0.638,0.871,1,0,1.61
5538-94-3,CCCCCCCC[N+](CCCCCCCC)(C)C,train,4.770,4.88,0.134,1.853,0,0,2.217
554-00-7,Clc1ccc(c(c1)Cl)N,test,4.410,2.08,0.891,0.816,0,0,2.729
55406-53-6,CCCCNC(=O)OCC#CI,train,6.148,2.876,0.928,1.372,0,1,1.737
555-16-8,O=Cc1ccc(cc1)N(=O)=O,test,4.175,2.251,0.638,0.871,1,0,1.61
55792-61-5,CCCCCCCCOc1ccccc1NC(=O)C,train,5.767,4.139,0.496,1.43,0,1,4.206
5598-13-0,COP(=S)(Oc1nc(Cl)c(cc1Cl)Cl)OC,train,5.677,2.122,1.621,1.511,0,0,2.64
56-37-1,CC[N+](Cc1ccccc1)(CC)CC,train,3.151,4.061,0.134,1.658,0,0,-0.294
56-38-2,CCOP(=S)(Oc1ccc(cc1)N(=O)=O)OCC,train,5.318,3.067,1.286,1.309,0,0,2.223
5600-21-5,Cc1cc(Cl)nc(n1)N,test,3.007,2.125,0.73,1.537,0,0,0.883
56108-12-4,NC(=O)c1ccc(cc1)C(C)(C)C,train,3.742,3.452,0.331,1.098,0,1,2.54
56207-39-7,O=N(=O)c1ccc(c(c1N)C)N(=O)=O,train,5.341,2.479,0.887,0.954,0,0,1.748
563-12-2,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,train,5.466,3.528,1.74,1.288,0,0,0.626
563-80-4,CC(=O)C(C)C,train,1.999,2.802,0.223,1.6,0,1,1.064
56348-40-4,CSCCCCCCSC,train,4.247,3.609,0.811,1.208,0,0,3.291
5673-07-4,COc1cccc(c1C)OC,train,3.874,3.198,0.405,1.399,0,0,1.897
5683-33-0,CN(c1ccccn1)C,train,2.983,2.888,0.251,1.771,0,0,1.398
569-64-2,C[N+](=C1C=CC(=C(c2ccc(cc2)N(C)C)c2ccccc2)C=C1)C,test,6.483,4.443,0.251,1.287,4,3,4.453
57-06-7,C=CCN=C=S,train,6.064,1.783,0.57,1.187,1,0,2.033
57-14-7,CN(N)C,train,3.884,2.333,0.251,2.327,0,0,-0.241
57-33-0,CCCC(C1(CC)C(=O)NC(=NC1=O)O)C,train,3.660,3.526,0.711,1.586,0,3,1.569
57-43-2,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,train,3.423,3.526,0.711,1.596,0,3,0.757
57-55-6,OCC(O)C,train,0.242,2.366,0.405,1.735,0,0,-0.534
570-24-1,O=N(=O)c1cccc(c1N)C,test,3.799,2.508,0.58,0.941,0,0,1.701
57055-38-6,COC(=O)C1(C)CCCC2(C1CCc1c2ccc(c1Cl)C(C)C)C,train,5.412,4.436,0.764,1.227,0,1,5.258
57055-39-7,COC(=O)C1(C)CCCC2(C1CCc1c2cc(c(c1Cl)C(C)C)Cl)C,train,5.758,4.356,1.028,1.224,0,1,5.741
573-56-8,Oc1c(cccc1N(=O)=O)N(=O)=O,train,3.666,2.183,0.93,0.846,0,0,1.395
576-26-1,Cc1cccc(c1O)C,train,3.751,3.012,0.223,1.023,0,0,2.193
578-46-1,Cc1ccc(c(c1)N)N(=O)=O,train,3.799,2.508,0.58,0.941,0,0,1.701
578-54-1,CCc1ccccc1N,train,3.210,3.103,0.134,1.016,0,0,2.193
58-27-5,O=C1C=C(C)C(=O)c2c1cccc2,test,6.195,3.05,0.405,0.868,1,3,2.233
58-89-9,ClC1C(Cl)C(Cl)C(C(C1Cl)Cl)Cl,train,6.551,2.585,1.586,1.352,0,0,4.092
58-90-2,Oc1c(Cl)cc(c(c1Cl)Cl)Cl,train,5.352,1.962,1.345,0.783,0,0,3.617
5813-64-9,NCC(C)(C)C,train,2.264,3.143,0.134,1.641,0,0,1.209
58138-08-2,Clc1cc(Cl)cc(c1)C1(CO1)CC(Cl)(Cl)Cl,test,5.385,2.803,1.501,1.124,0,0,4.053
583-53-9,Brc1ccccc1Br,train,4.762,2.126,0.977,0.771,0,0,3.795
5835-26-7,C=CC1(C)CCC2C(=CCC3C2(C)CCCC3(C)C(=O)O)C1,test,5.541,4.532,0.405,1.189,2,2,4.639
584-84-9,O=C=Nc1ccc(c(c1)N=C=O)C,train,3.025,2.528,0.58,1.297,0,0,1.539
587-02-0,CCc1cccc(c1)N,train,3.651,3.103,0.134,1.016,0,0,2.193
589-09-3,C=CCNc1ccccc1,test,3.569,3.171,0.134,1.189,1,0,2.42
589-16-2,CCc1ccc(cc1)N,train,3.220,3.103,0.134,1.016,0,0,2.193
59-50-7,Oc1ccc(c(c1)C)Cl,train,4.286,2.456,0.64,0.937,0,0,2.461
59-97-2,c1ccc(cc1)CC1=NCCN1,train,2.745,3.26,0.251,1.287,0,1,1.994
590-86-3,O=CCC(C)C,train,4.423,2.802,0.223,1.6,1,0,1.064
591-78-6,CCCCC(=O)C,train,2.369,3.08,0.223,1.583,0,1,1.442
592-46-1,CC=CC=CC,train,3.614,3.046,0,1.333,4,0,2.352
5922-60-1,N#Cc1cc(Cl)ccc1N,train,3.727,2.217,0.659,0.788,0,0,1.758
593-08-8,CCCCCCCCCCCC(=O)C,train,5.741,4.258,0.223,1.538,0,1,4.506
596-85-0,C=CC(CCC1C(=C)CCC2C1(C)CCCC2(C)C)(O)C,train,6.384,4.717,0.223,1.288,1,1,4.804
598-74-3,CC(C(C)C)N,train,2.487,3.143,0.134,1.641,0,0,1.209
60-00-4,OC(=O)CN(CC(=O)O)CCN(CC(=O)O)CC(=O)O,train,3.689,3.423,1.19,1.993,0,4,-1.358
60-13-9,CC(Cc1ccccc1)N,train,3.806,3.332,0.134,1.068,0,0,2.242
60-29-7,CCOCC,train,1.462,2.748,0.223,2.048,0,0,0.8
60-41-3,O=C1CC2OCC=C3C4C2C2N1c1ccccc1C12CCN(C1C4)C3,train,5.538,4.135,0.58,1.263,1,2,2.904
600-36-2,OC(C(C)C)C(C)C,test,2.853,3.485,0.223,1.614,0,0,1.94
602-01-7,O=N(=O)c1c(C)cccc1N(=O)=O,test,5.005,2.377,0.827,0.938,0,0,2.239
603-83-8,O=N(=O)c1cccc(c1C)N,train,3.483,2.508,0.58,0.941,0,0,1.701
606-20-2,Cc1c(cccc1N(=O)=O)N(=O)=O,train,3.991,2.377,0.827,0.938,0,0,2.239
607-00-1,O=CN(c1ccccc1)c1ccccc1,train,3.812,3.314,0.331,1.173,1,0,3.112
607-81-8,CCOC(=O)C(C(=O)OCC)Cc1ccccc1,test,4.664,3.788,0.693,1.365,0,2,2.576
608-71-9,Brc1c(O)c(Br)c(c(c1Br)Br)Br,train,6.720,2.086,1.685,0.396,0,0,4.594
608-93-5,Clc1cc(Cl)c(c(c1Cl)Cl)Cl,train,6.006,2.26,1.443,0.902,0,0,4.926
609-23-4,Ic1cc(I)c(c(c1)I)O,train,5.591,1.925,1.364,0.421,0,0,4.19
610-39-9,Cc1ccc(c(c1)N(=O)=O)N(=O)=O,test,5.083,2.377,0.827,0.938,0,0,2.239
610-41-3,Nc1ccc(c(c1)N(=O)=O)N(=O)=O,train,4.330,2.215,0.887,0.888,0,0,1.395
61096-84-2,CCCCCCOc1ccc(cc1OC)C=O,train,4.947,3.905,0.56,1.399,1,0,2.65
613-45-6,COc1cc(OC)ccc1C=O,test,3.917,3.023,0.56,1.349,1,0,1.239
614-80-2,CC(=O)Nc1ccccc1O,train,3.661,2.726,0.496,1.179,0,1,1.06
615-65-6,Cc1ccc(c(c1)Cl)N,test,3.594,2.568,0.582,0.931,0,0,2.461
616-72-8,Cc1cc(C)c(cc1N(=O)=O)N(=O)=O,train,4.393,2.636,0.827,0.999,0,0,2.573
616-73-9,O=N(=O)c1cc(N(=O)=O)c(cc1C)O,train,4.856,2.439,0.93,0.924,0,0,1.748
616-86-4,CCOc1ccc(c(c1)N(=O)=O)N,train,3.846,2.781,0.711,1.147,0,0,1.515
6175-49-1,CCCCCCCCCCC(=O)C,train,5.194,4.137,0.223,1.542,0,1,4.234
618-62-2,Clc1cc(cc(c1)Cl)N(=O)=O,train,4.630,1.733,1.077,0.81,0,0,3.11
618-85-9,Cc1cc(cc(c1)N(=O)=O)N(=O)=O,test,3.910,2.377,0.827,0.938,0,0,2.239
618-87-1,Nc1cc(cc(c1)N(=O)=O)N(=O)=O,test,3.932,2.215,0.887,0.888,0,0,1.395
619-15-8,O=N(=O)c1ccc(c(c1)C)N(=O)=O,train,5.146,2.377,0.827,0.938,0,0,2.239
619-24-9,N#Cc1cccc(c1)N(=O)=O,test,3.391,2.11,0.58,0.805,0,0,1.61
619-50-1,COC(=O)c1ccc(cc1)N(=O)=O,train,3.882,2.583,0.762,1.104,0,1,1.968
619-72-7,N#Cc1ccc(cc1)N(=O)=O,train,3.787,2.11,0.58,0.805,0,0,1.61
619-80-7,NC(=O)c1ccc(cc1)N(=O)=O,train,3.097,2.329,0.711,0.868,0,1,1.229
62-53-3,Nc1ccccc1,train,3.078,2.512,0.134,0.862,0,0,1.506
62-55-5,CC(=S)N,train,2.445,1.512,0.57,0.879,0,1,-0.317
62-73-7,COP(=O)(OC=C(Cl)Cl)OC,train,4.796,2.092,1.359,2.273,1,1,1.246
62-75-9,O=NN(C)C,train,1.897,1.774,0.429,2.299,0,0,-0.41
620-88-2,O=N(=O)c1ccc(cc1)Oc1ccccc1,train,4.906,3.052,0.638,0.903,0,0,3.237
6203-18-5,O=CC=Cc1ccc(cc1)N(C)C,test,4.473,3.314,0.331,1.397,3,0,2.048
621-08-9,O=S(Cc1ccccc1)Cc1ccccc1,test,3.459,3.554,0.629,0.945,0,0,3.315
621-42-1,CC(=O)Nc1cccc(c1)O,train,2.126,2.726,0.496,1.179,0,1,1.06
622-40-2,OCCN1CCOCC1,test,1.680,2.983,0.496,2.106,0,0,-0.521
623-25-6,ClCc1ccc(cc1)CCl,train,6.652,2.778,0.83,1.046,0,0,3.562
625-86-5,Cc1ccc(o1)C,train,3.131,2.634,0.223,1.298,0,0,0.943
626-43-7,Nc1cc(Cl)cc(c1)Cl,train,4.620,2.08,0.891,0.816,0,0,2.729
6266-23-5,OC(=O)C[n+]1ccccc1,train,3.030,2.536,0.496,1.482,0,1,0.204
627-30-5,OCCCCl,train,2.072,2.034,0.64,1.727,0,0,0.8
628-76-2,ClCCCCCCl,train,3.746,2.755,0.83,1.656,0,0,2.957
6284-83-9,Clc1c(N(=O)=O)c(Cl)cc(c1N(=O)=O)Cl,train,6.087,1.892,1.441,0.776,0,0,3.426
629-04-9,CCCCCCCBr,train,5.086,3.402,0.604,1.517,0,0,3.451
629-19-6,CCCSSCCC,train,4.759,3.219,0.811,1.127,0,0,2.604
629-40-3,N#CCCCCCCC#N,train,2.412,3.137,0.251,1.335,0,0,1.141
63-25-2,CNC(=O)Oc1cccc2c1cccc2,train,4.446,3.195,0.496,1.133,0,1,2.222
631-64-1,BrC(C(=O)O)Br,train,3.499,1,1.15,0.968,0,1,0.996
633-96-5,Oc1ccc2c(c1N=Nc1ccc(cc1)S(=O)(=O)O)cccc2,train,3.327,3.343,1.068,0.923,0,0,2.538
634-66-2,Clc1c(Cl)ccc(c1Cl)Cl,test,5.361,2.126,1.278,0.896,0,0,4.634
634-67-3,Nc1ccc(c(c1Cl)Cl)Cl,test,4.737,2.019,1.126,0.793,0,0,3.314
635-93-8,O=Cc1cc(Cl)ccc1O,train,5.308,2.217,0.764,0.859,1,0,2.269
636-30-6,Clc1cc(Cl)c(cc1N)Cl,test,5.001,2.019,1.126,0.793,0,0,3.314
6361-21-3,O=Cc1cc(ccc1Cl)N(=O)=O,train,4.672,2.025,0.932,0.851,1,0,2.212
6393-42-6,Cc1cc(N(=O)=O)c(c(c1)N(=O)=O)N,train,4.181,2.479,0.887,0.954,0,0,1.748
64-17-5,CCO,train,0.534,1.946,0.223,1.929,0,0,-0.172
6408-78-2,O=C1c2ccccc2C(=O)c2c1c(Nc1ccccc1)cc(c2N)S(=O)(=O)O,train,4.540,3.651,1.151,0.911,0,2,2.278
645-56-7,CCCc1ccc(cc1)O,train,4.093,3.252,0.223,1.077,0,0,2.51
6491-02-7,Clc1cccc(c1)NC(=O)c1cccc(c1O)N(=O)=O,train,6.077,2.987,1.076,0.921,0,1,3.318
65-30-5,CN1CCCC1c1cccnc1,train,4.132,3.405,0.251,1.56,0,0,1.272
65-45-2,NC(=O)c1ccccc1O,train,3.133,2.43,0.496,0.849,0,1,1.237
653-37-2,O=Cc1c(F)c(F)c(c(c1F)F)F,test,5.251,2.233,1.07,0.841,1,0,3.377
654-66-0,Oc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-],train,4.399,2.065,1.062,0.852,0,0,2.463
6575-09-3,N#Cc1c(C)cccc1Cl,test,4.002,2.469,0.582,0.913,0,0,2.688
66-25-1,CCCCCC=O,train,3.757,3.08,0.223,1.583,1,0,1.442
6602-32-0,Oc1cccnc1Br,test,2.569,1.634,0.798,1.093,0,0,0.68
66332-96-5,CC(Oc1cccc(c1)NC(=O)c1ccccc1C(F)(F)F)C,train,4.828,3.596,0.972,0.941,0,1,4.179
6636-78-8,Oc1cccnc1Cl,train,2.319,1.634,0.713,1.19,0,0,0.501
66441-23-4,CCOC(=O)C(Oc1ccc(cc1)Oc1nc2c(o1)cc(cc2)Cl)C,train,4.706,3.675,1.112,1.314,0,1,3.474
67-36-7,O=Cc1ccc(cc1)Oc1ccccc1,train,4.632,3.333,0.405,0.963,1,0,2.974
67-63-0,CC(O)C,test,0.778,2.396,0.223,1.778,0,0,0.347
67-64-1,CC(=O)C,test,0.855,2.026,0.223,1.667,0,1,0.202
67-68-5,CS(=O)C,train,0.361,1.751,0.629,1.483,0,0,-0.317
67-72-1,ClC(C(Cl)(Cl)Cl)(Cl)Cl,train,5.242,2.189,1.586,2,0,0,3.291
68-11-1,OC(=O)CS,train,3.487,1.333,0.754,1.148,0,1,-0.386
68-12-2,O=CN(C)C,train,0.841,2.034,0.331,2.672,1,0,-0.273
683-72-7,ClC(C(=O)N)Cl,train,2.725,0.973,0.988,1.489,0,1,0.18
68359-37-5,N#CC(c1ccc(c(c1)Oc1ccccc1)F)OC(=O)C1C(C1(C)C)C=C(Cl)Cl,train,8.604,3.828,1.259,0.966,1,2,4.279
685-91-6,CCN(C(=O)C)CC,train,1.885,3.029,0.331,2.13,0,1,0.967
6921-29-5,C#CCN(CC#C)CC#C,test,2.647,3.003,0.134,1.413,0,0,2.242
693-16-3,CCCCCCC(N)C,train,4.396,3.74,0.134,1.581,0,0,2.274
693-21-0,O=N(=O)OCCOCCON(=O)=O,train,2.601,2.555,1.11,1.686,0,0,0.289
693-54-9,CCCCCCCCC(=O)C,train,4.510,3.86,0.223,1.55,0,1,3.661
693-65-2,CCCCCOCCCCC,train,4.703,3.98,0.223,1.723,0,0,2.894
693-93-6,Cc1cocn1,train,1.777,1.783,0.331,1.667,0,0,0.087
693-98-1,Cc1ncc[nH]1,test,2.458,2.126,0.251,1.719,0,0,0.087
6948-86-3,CCOC(CN(CC(OCC)OCC)C)OCC,train,2.618,4.191,0.762,2.195,0,0,1.239
69723-94-0,[O-]S(=O)(=O)c1ccc[n+](c1)Cc1ccccc1,train,2.015,3.065,0.923,1.317,0,0,1.271
69770-23-6,O=Cc1cccc(c1)Oc1ccc(cc1)C(C)(C)C,train,5.842,3.961,0.405,1.083,1,0,3.987
70-30-4,Clc1cc(Cl)c(c(c1O)Cc1c(O)c(Cl)cc(c1Cl)Cl)Cl,train,7.287,3.005,1.683,0.774,0,0,4.804
70-38-2,CC(=CC1C(C1(C)C)C(=O)OCc1ccc(cc1C)C)C,train,6.665,4.36,0.405,1.228,1,2,4.235
70-69-9,CCC(=O)c1ccc(cc1)N,test,3.009,3.027,0.331,1.011,0,1,1.807
700-38-9,Cc1ccc(c(c1)O)N(=O)=O,train,3.513,2.448,0.638,0.921,0,0,1.701
700-58-3,O=C1C2CC3CC1CC(C2)C3,train,3.393,3.461,0.223,1.111,0,1,2.357
70124-77-5,N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C(c1ccc(cc1)OC(F)F)C(C)C,train,9.354,4.219,1.033,0.963,0,1,4.246
70343-06-5,O=N(=O)c1ccc(c(c1N)N(=O)=O)C,train,4.208,2.479,0.887,0.954,0,0,1.748
706-14-9,CCCCCCC1CCC(=O)O1,train,3.976,3.676,0.405,1.524,0,1,2.289
708-76-9,COc1cc(OC)cc(c1C=O)O,train,4.832,3.033,0.693,1.312,1,0,1.21
709-98-8,CCC(=O)Nc1ccc(c(c1)Cl)Cl,train,4.404,2.684,0.988,1.226,0,1,3.076
71-23-8,CCCO,train,1.121,2.396,0.223,1.778,0,0,0.347
71-36-3,CCCCO,train,1.589,2.748,0.223,1.705,0,0,0.8
71-41-0,CCCCCO,train,2.217,3.035,0.223,1.662,0,0,1.209
71-43-2,c1ccccc1,train,3.502,2.585,0,0.917,0,0,2.255
71-55-6,CC(Cl)(Cl)Cl,train,3.402,1.439,1.079,1.867,0,0,2.226
71-73-8,CCCC(C1(CC)C(=O)NC(=NC1=O)S)C,train,4.004,3.444,0.88,1.466,0,3,1.95
7173-51-5,CCCCCCCCCC[N+](CCCCCCCCCC)(C)C,train,6.040,5.158,0.134,1.791,0,0,3.118
71862-02-7,Cc1c(NC=O)cccc1Cl,train,3.561,2.526,0.713,1.201,1,0,2.213
72-43-5,COc1ccc(cc1)C(C(Cl)(Cl)Cl)c1ccc(cc1)OC,train,7.607,3.593,1.236,1.166,0,0,4.268
72-54-8,ClC(C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)Cl,train,4.862,3.376,1.278,0.915,0,0,5.934
7209-38-3,NCCCN1CCN(CC1)CCCN,train,1.810,3.98,0.452,2.013,0,0,-0.022
7212-44-4,C=CC(CCC=C(CCC=C(C)C)C)(O)C,train,5.192,4.305,0.223,1.348,3,2,3.909
7250-67-1,ClCCN1CCCC1,train,3.046,2.926,0.582,1.939,0,0,1.548
7307-55-3,CCCCCCCCCCCN,train,5.912,4.166,0.134,1.556,0,0,4.098
732-11-6,COP(=S)(SCN1C(=O)c2c(C1=O)cccc2)OC,train,4.593,2.938,1.385,1.225,0,2,1.02
732-26-3,Oc1c(cc(cc1C(C)(C)C)C(C)(C)C)C(C)(C)C,train,6.634,4.536,0.223,1.29,0,0,4.907
7383-19-9,CCCCC(C#C)O,train,4.804,3.134,0.223,1.319,0,0,1.795
75-04-7,CCN,train,2.300,2.165,0.134,1.912,0,0,-0.172
75-05-8,CC#N,train,1.399,1.126,0.134,1.431,0,0,-0.317
75-07-0,CC=O,train,3.076,1.429,0.223,1.75,1,0,-0.317
75-21-8,O1CC1,train,2.720,1.429,0.223,1.804,0,0,-0.564
75-35-4,ClC(=C)Cl,train,2.856,1,0.83,1.432,0,1,1.672
75-36-5,CC(=O)Cl,train,3.272,0.965,0.64,1.695,0,1,0.202
75-57-0,C[N+](C)(C)C,train,2.375,3.001,0.134,2.92,0,0,-2.884
75-65-0,CC(O)(C)C,test,1.063,2.748,0.223,1.705,0,0,0.8
75-89-8,OCC(F)(F)F,train,2.925,1.279,0.811,1.313,0,0,0.58
75-97-8,CC(=O)C(C)(C)C,train,3.061,3.08,0.223,1.583,0,1,1.442
75-99-0,OC(=O)C(Cl)(Cl)C,train,2.693,1.523,1.028,1.512,0,1,0.996
756-80-9,COP(=S)(OC)S,train,3.828,1.832,1.209,1.364,0,0,-0.792
76-01-7,ClC(C(Cl)(Cl)Cl)Cl,train,4.440,1.701,1.443,1.905,0,0,2.957
76-03-9,OC(=O)C(Cl)(Cl)Cl,train,1.911,1.094,1.236,1.461,0,1,0.996
76-44-8,ClC1C=CC2C1C1(Cl)C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl,train,7.017,2.931,1.71,0.935,2,2,5.124
760-23-6,ClC(C=C)CCl,train,4.184,2.126,0.83,1.455,1,0,2.459
761-65-9,CCCCN(C=O)CCCC,train,3.246,3.641,0.331,1.933,1,0,1.971
764-01-2,CC#CCO,train,3.841,2.137,0.223,1.179,0,0,0.655
764-13-6,CC(=CC=C(C)C)C,train,4.465,3.514,0,1.375,2,2,3.038
768-94-5,NC12CC3CC(C2)CC(C1)C3,train,3.782,3.668,0.134,1.132,0,0,2.502
769-28-8,N#Cc1c(C)cc(nc1O)C,train,2.975,2.632,0.429,1.176,0,0,1.074
77-47-4,ClC1=C(Cl)C(C(=C1Cl)Cl)(Cl)Cl,train,7.591,2.465,1.586,1,0,4,3.558
77-71-4,O=C1NC(=O)C(N1)(C)C,train,0.890,2.33,0.58,1.776,0,2,-0.741
77-73-6,C1=CC2C(C1)C1C=CC2C1,test,3.407,3.465,0,0.963,4,0,3.267
77-74-7,CCC(CC)(O)C,train,2.182,3.277,0.223,1.633,0,0,1.587
77-75-8,CC(C#C)(CC)O,train,1.906,2.866,0.223,1.288,0,0,1.442
7700-17-6,COP(=O)(OC(=CC(=O)OC(c1ccccc1)C)C)OC,test,4.422,3.738,1.131,1.584,1,2,2.558
771-60-8,Fc1c(N)c(F)c(c(c1F)F)F,test,3.693,2.08,1.033,0.902,0,0,3.157
7785-70-8,CC1=CCC2CC1C2(C)C,train,5.689,3.739,0,1.204,1,1,3.374
78-27-3,C#CC1(O)CCCCC1,test,2.686,3.191,0.223,1.154,0,0,1.737
78-34-2,CCOP(=S)(SC1OCCOC1SP(=S)(OCC)OCC)OCC,train,4.691,3.815,1.825,1.351,0,0,-0.45
78-51-3,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,test,4.551,4.628,1.209,1.968,0,0,2.437
78-59-1,CC1=CC(=O)CC(C1)(C)C,train,2.737,3.41,0.223,1.278,1,2,1.947
78-79-5,C=CC(=C)C,train,2.953,2.739,0,1.3,1,1,1.974
78-83-1,OCC(C)C,train,1.691,2.748,0.223,1.705,0,0,0.8
78-87-5,ClCC(Cl)C,train,2.928,2.024,0.83,1.761,0,0,2.226
78-90-0,NCC(N)C,train,1.817,2.665,0.251,1.762,0,0,-0.534
78-92-2,CCC(O)C,test,1.305,2.748,0.223,1.705,0,0,0.8
78-93-3,CCC(=O)C,train,1.352,2.462,0.223,1.625,0,1,0.655
78-96-6,CC(CN)O,train,1.474,2.377,0.331,1.734,0,0,-0.534
786-19-6,CCOP(=S)(OCC)SCSc1ccc(cc1)Cl,train,6.160,3.2,1.531,1.059,0,0,3.089
79-00-5,ClCC(Cl)Cl,test,3.213,1.439,1.079,1.867,0,0,2.226
79-01-6,ClC=C(Cl)Cl,test,3.470,1.126,1.079,1.44,1,1,2.081
79-06-1,NC(=O)C=C,train,2.766,1.636,0.331,1.265,1,1,-0.38
79-20-9,COC(=O)C,train,2.269,2.024,0.405,2.065,0,1,0.133
79-34-5,ClC(C(Cl)Cl)Cl,train,3.916,1.5,1.278,1.868,0,0,2.604
79-77-6,CC(=O)C=CC1=C(C)CCCC1(C)C,train,4.577,3.957,0.223,1.269,2,3,2.998
79-95-8,CC(c1cc(Cl)c(c(c1)Cl)O)(c1cc(Cl)c(c(c1)Cl)O)C,test,5.440,3.383,1.408,0.892,0,0,4.804
791-28-6,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,test,3.715,3.819,0.615,0.864,0,0,4.878
79124-76-8,O=Cc1cccc(c1)Oc1ccc(c(c1)Cl)Cl,train,5.950,3.044,1.028,0.959,1,0,3.762
80-05-7,CC(c1ccc(cc1)O)(c1ccc(cc1)O)C,train,4.691,3.776,0.405,0.92,0,0,3.306
80-06-8,CC(c1ccc(cc1)Cl)(c1ccc(cc1)Cl)O,train,5.264,3.39,0.934,0.889,0,0,4.436
80-46-6,CCC(c1ccc(cc1)O)(C)C,train,4.810,3.645,0.223,1.155,0,0,3.105
80-52-4,CC1(N)CCC(CC1)C(N)(C)C,train,3.416,3.921,0.251,1.398,0,0,1.622
80-54-6,O=CC(Cc1ccc(cc1)C(C)(C)C)C,test,4.611,3.993,0.223,1.214,1,0,3.563
80-62-6,COC(=O)C(=C)C,train,2.495,2.507,0.405,1.652,0,2,0.888
8004-87-3,CN=C1C=CC(C=C1)C(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C,train,6.923,4.566,0.357,1.394,4,1,3.903
81-19-6,ClC(c1c(Cl)cccc1Cl)Cl,train,5.372,2.377,1.278,0.974,0,0,4.658
813-78-5,COP(=O)(OC)O,train,3.845,2.118,0.956,2.539,0,0,-0.406
818-61-1,OCCOC(=O)C=C,train,4.384,2.523,0.56,1.602,1,1,0.052
818-72-4,CCCCCC(C#C)O,train,5.485,3.361,0.223,1.342,0,0,2.129
821-55-6,CCCCCCCC(=O)C,train,3.971,3.7,0.223,1.556,0,1,3.358
822-86-6,ClC1CCCCC1Cl,train,3.920,2.818,0.83,1.386,0,0,2.899
83-32-9,c1cc2cccc3c2c(c1)CC3,train,4.984,3.465,0,0.802,0,0,3.958
83-34-1,Cc1c[nH]c2c1cccc2,train,4.171,3.003,0.134,1.032,0,0,2.152
83-79-4,COc1cc2c(cc1OC)OCC1C2C(=O)c2c(O1)c1CC(Oc1cc2)C(=C)C,test,7.849,4.268,0.916,1.19,0,2,1.936
831-82-3,Oc1ccc(cc1)Oc1ccccc1,train,4.578,3.26,0.405,0.921,0,0,2.782
834-12-8,CCNc1nc(NC(C)C)nc(n1)SC,train,4.377,3.426,0.85,1.792,0,0,2.59
84-62-8,O=C(c1ccccc1C(=O)Oc1ccccc1)Oc1ccccc1,train,6.600,3.888,0.693,0.978,0,2,4.633
84-66-2,CCOC(=O)c1ccccc1C(=O)OCC,train,4.116,3.477,0.693,1.344,0,2,2.577
84-69-5,CC(COC(=O)c1ccccc1C(=O)OCC(C)C)C,train,5.490,4.05,0.693,1.381,0,2,3.618
84-74-2,CCCCOC(=O)c1ccccc1C(=O)OCCCC,train,5.367,4.05,0.693,1.381,0,2,3.618
84-83-3,O=CC=C1N(C)c2c(C1(C)C)cccc2,train,4.711,3.557,0.331,1.301,2,1,2.209
85-68-7,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,train,5.224,4.073,0.693,1.171,0,2,4.091
86-57-7,O=N(=O)c1cccc2c1cccc2,train,4.284,2.744,0.496,0.753,0,0,3.018
86-74-8,c1ccc2c(c1)[nH]c1c2cccc1,train,5.292,3.252,0.134,0.875,0,0,2.859
868-77-9,CC(=C)C(=O)OCCO,test,2.758,2.815,0.56,1.585,0,2,0.43
868-85-9,COP(=O)OC,train,2.689,2.031,0.854,2.591,0,0,-0.816
87-17-2,O=C(c1ccccc1O)Nc1ccccc1,train,4.732,3.265,0.496,0.962,0,1,3.055
87-61-6,Clc1c(Cl)cccc1Cl,test,4.890,2.085,1.079,0.895,0,0,4.063
87-68-3,ClC(=C(Cl)Cl)C(=C(Cl)Cl)Cl,train,6.416,2.351,1.586,1.25,0,4,3.659
87-72-9,OC1COC(C(C1O)O)O,train,0.600,2.822,0.811,1.524,0,0,-2.089
87-91-2,CCOC(=O)C(C(C(=O)OCC)O)O,train,2.501,3.315,0.916,1.753,0,2,-0.439
