Name	ISIZ	IAC	AAC	ZM1	ZM1V	ZM2	ZM2V	Qindex	SNar	HNar	GNar	Xt	Dz	Ram	Pol	LPRS	VDA	MSD	SMTI	SMTIV	GMTI	GMTIV	Xu	SPI	W	WA	RDSUM	Har	QW	TI1	TI2	HyDp	RHyDp	w	ww	Rww	D/D	Wap	WhetZ	Whetm	Whetv	Whete	Whetp	J	JhetZ	Jhetm	Jhetv	Jhete	Jhetp	MAXDN	MAXDP	DELS	TIE	X0	X1	X2	X3	X4	X5	X0A	X1A	X2A	X3A	X4A	X5A	X0v	X1v	X2v	X3v	X4v	X5v	X0Av	X1Av	X2Av	X3Av	X4Av	X5Av	X0sol	X1sol	X2sol	X3sol	X4sol	X5sol	XMOD	RDCHI	RDSQ	S0K	S1K	S2K	S3K	PHI	BLI	PW2	PW3	PW4	PW5	PJI2	CSI	ECC	AECC	DECC	MDDD	UNIP	CENT	VAR	BAC	Lop	ICR	IDE	IDM	IDDE	IDDM	IDET	IDMT	IVDE	IVDM	HVcpx	HDcpx	Uindex	Vindex	Xindex	Yindex	IC0	TIC0	SIC0	CIC0	BIC0	IC1	TIC1	SIC1	CIC1	BIC1	IC2	TIC2	SIC2	CIC2	BIC2	IC3	TIC3	SIC3	CIC3	BIC3	IC4	TIC4	SIC4	CIC4	BIC4	IC5	TIC5	SIC5	CIC5	BIC5	LP1	STN	Eig1Z	Eig1m	Eig1v	Eig1e	Eig1p	SEigZ	SEigm	SEigv	SEige	SEigp	AEigZ	AEigm	AEigv	AEige	AEigp	VEA1	VEA2	VRA1	VRA2	VED1	VED2	VRD1	VRD2	VEZ1	VEZ2	VRZ1	VRZ2	VEm1	VEm2	VRm1	VRm2	VEv1	VEv2	VRv1	VRv2	VEe1	VEe2	VRe1	VRe2	VEp1	VEp2	VRp1	VRp2	NGS	MPC03	MPC04	MPC05	MPC06	MPC07	MPC08	MPC09	MPC10	piPC03	piPC04	piPC05	piPC06	piPC07	piPC08	piPC09	piPC10	TPC	piID	PCR	PCD	CID	BID	D/Dr03	D/Dr04	D/Dr05	D/Dr06	D/Dr07	D/Dr08	D/Dr09	D/Dr10	D/Dr11	D/Dr12	T(N..N)	T(N..O)	T(N..S)	T(N..P)	T(N..F)	T(N..Cl)	T(N..Br)	T(N..I)	T(O..O)	T(O..S)	T(O..P)	T(O..F)	T(O..Cl)	T(O..Br)	T(O..I)	T(S..S)	T(S..P)	T(S..F)	T(S..Cl)	T(S..Br)	T(S..I)	T(P..P)	T(P..F)	T(P..Cl)	T(P..Br)	T(P..I)	T(F..F)	T(F..Cl)	T(F..Br)	T(F..I)	T(Cl..Cl)	T(Cl..Br)	T(Cl..I)	T(Br..Br)	T(Br..I)	T(I..I)	Activity	
6111-78-0	166.465	32.451	.983	108	212	132	258	19	15.315	2.151	2.239	0	38	7	34	79.577	66.947	.227	2970	4263	3210	6433	18.332	9.165	636	3.719	65.567	37.113	377.257	48.039	1.805	912.5	21.916	2544	20559	2.496	44.543	14232	430	430	430	430	430	1.53	2.272	2.272	2.272	2.272	2.272	.358	.336	4.683	56.786	12.82	9.327	8.513	7.752	6.825	5.996	.675	.424	.266	.169	.107	.067	10.851	6.637	5.156	3.962	2.938	2.169	.571	.302	.161	.086	.046	.024	12.82	9.327	8.513	7.752	6.825	5.996	55.959	3.146	155.672	64.002	10.573	3.827	1.534	2.129	.905	.589	.359	.206	.118	.8	299	132	6.947	1.014	10.155	49	341	40	2	.447	2.249	2.881	7.216	4.037	4.225	492.635	4589.512	1.211	5.231	2.835	1.608	24.252	.26	.383	.788	.983	32.451	.195	4.061	.178	1.806	59.599	.358	3.238	.326	2.986	98.537	.592	2.058	.539	4.079	134.591	.809	.966	.736	4.574	150.955	.907	.47	.826	4.779	157.71	.947	.265	.863	2.498	7.081	46.646	46.646	46.646	46.646	46.646	0	0	0	0	0	0	0	0	0	0	4.048	.213	110.922	5.838	4.306	.227	101.799	5.358	4.301	.226	102.274	5.383	4.301	.226	102.274	5.383	4.301	.226	102.274	5.383	4.301	.226	102.274	5.383	4.301	.226	102.274	5.383	32	46	64	89	100	119	140	162	146	151.875	317.25	663.188	1104.891	1976.273	3494.074	6022.793	8034.662	1540	172479.3	112	1927.423	40.22	19.356	0	0	0	106.657	0	0	0	130.294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
612-58-8	86.439	24.69	1.234	56	128	64	142	9	8.148	2	2.097	.017	22.5	3	14	35.775	26.182	.278	664	1037	638	1419	10.797	6	144	2.618	27.633	18.243	91.143	6.888	1.207	152.5	10.39	424	1903	2.659	19.945	942	96.095	96.098	104.017	96.154	105.733	1.932	2.928	2.928	2.699	2.926	2.657	.599	1.281	3.228	28.083	7.682	5.36	4.723	3.802	3.108	2.61	.698	.447	.295	.19	.124	.084	6.411	3.675	2.705	1.727	1.181	.809	.583	.306	.169	.086	.047	.026	7.682	5.36	4.723	3.802	3.108	2.61	32.615	2.344	61.878	31.85	6.353	2.351	1.095	1.358	.919	.571	.325	.177	.101	1	108	51	4.636	.76	3.322	20	68	15	2	.629	1.823	2.285	5.611	3.278	3.441	125.652	807.952	1.241	4.109	2.349	1.428	15.136	.431	.609	1.365	1.234	24.69	.286	3.087	.261	2.315	46.3	.536	2.007	.49	3.404	68.074	.788	.918	.72	3.984	79.684	.922	.338	.843	4.084	81.684	.945	.238	.864	4.084	81.684	.945	.238	.864	2.333	3.555	18.052	18.052	19.412	18.062	19.711	.143	.143	-.439	.14	-.6	0	0	0	0	0	3.169	.288	41.857	3.805	3.284	.299	42.004	3.819	3.271	.297	42.499	3.864	3.271	.297	42.499	3.864	3.276	.298	42.397	3.854	3.271	.297	42.498	3.863	3.277	.298	42.402	3.855	16	20	25	31	24	20	18	15	2	65.25	121.5	222.75	250.594	318.938	427.148	538.207	76.887	194	2084.273	10.744	21.314	22.51	11.512	0	0	0	40.529	0	0	0	34.804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
612-60-2	86.439	24.69	1.234	56	128	64	142	9	8.148	2	2.097	.017	22.5	3	14	35.775	26.182	.278	664	1039	638	1423	10.797	6	144	2.618	27.633	18.243	91.143	6.888	1.207	152.5	10.39	424	1903	2.659	19.945	942	96.286	96.288	104.603	96.341	106.533	1.932	2.918	2.918	2.691	2.916	2.645	.59	1.242	3.359	27.939	7.682	5.36	4.723	3.802	3.108	2.61	.698	.447	.295	.19	.124	.084	6.411	3.675	2.7	1.761	1.176	.823	.583	.306	.169	.088	.047	.027	7.682	5.36	4.723	3.802	3.108	2.61	32.615	2.344	61.878	31.85	6.353	2.351	1.095	1.358	.919	.571	.325	.177	.101	1	108	51	4.636	.76	3.322	20	68	15	2	.629	1.823	2.285	5.611	3.278	3.441	125.652	807.952	1.241	4.109	2.349	1.428	15.136	.431	.609	1.365	1.234	24.69	.286	3.087	.261	2.315	46.3	.536	2.007	.49	3.404	68.074	.788	.918	.72	3.984	79.684	.922	.338	.843	4.084	81.684	.945	.238	.864	4.084	81.684	.945	.238	.864	2.333	3.555	18.072	18.072	19.583	18.082	19.946	.143	.143	-.439	.14	-.6	0	0	0	0	0	3.169	.288	41.857	3.805	3.284	.299	42.004	3.819	3.273	.298	42.443	3.858	3.273	.298	42.443	3.858	3.272	.297	42.495	3.863	3.273	.298	42.443	3.858	3.271	.297	42.535	3.867	16	20	25	31	24	20	18	15	2	65.25	121.5	222.75	250.594	318.938	427.148	538.207	76.887	194	2084.273	10.744	21.314	22.51	11.512	0	0	0	40.529	0	0	0	34.804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
612-64-6	92.239	33.019	1.572	48	152	53	147	5	7.049	1.784	1.898	.029	24	2	13	36.722	28.727	.305	647	1227	561	1775	11.086	12.042	158	2.873	25.867	16.615	132.667	0	2.002	180	9.498	254	828	10.078	38.305	381	115.582	115.593	178.412	115.803	198.436	2.297	3.133	3.133	2.084	3.127	1.89	.895	3.212	6.425	40.505	8.104	5.381	3.975	3.365	2.561	1.584	.737	.489	.306	.21	.151	.099	6.397	3.54	2.133	1.452	.888	.474	.582	.322	.164	.091	.052	.03	8.104	5.381	3.975	3.365	2.561	1.584	34.123	2.276	53.988	28.82	7.894	3.839	1.854	2.755	.966	.531	.334	.176	.073	1	101	53	4.818	.777	4.612	20	96	17	10	1.523	1.868	2.418	5.604	2.732	3.432	132.981	885.506	1.491	4.023	2.416	1.429	19.067	.504	.723	1.559	1.572	33.019	.358	2.82	.339	2.258	47.41	.514	2.135	.486	3.196	67.119	.728	1.196	.688	3.559	74.729	.81	.834	.766	3.69	77.484	.84	.703	.795	3.69	77.484	.84	.703	.795	2.236	1.792	21.812	21.814	33.883	21.853	37.909	.536	.535	-1.831	.529	-2.395	0	0	0	0	0	3.065	.279	40.308	3.664	3.267	.297	39.889	3.626	3.266	.297	39.789	3.617	3.266	.297	39.789	3.617	3.253	.296	40.386	3.671	3.266	.297	39.79	3.617	3.247	.295	40.559	3.687	13	16	17	16	10	8	4	0	0	36.75	57.125	82.688	55.688	60.75	45.563	0	0	106	387.063	3.652	3.169	21.54	11.44	0	0	0	35.505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
612-82-8	160	40.697	1.272	82	170	95	194	12	10.751	1.778	1.958	.005	33	6	24	63.834	55	.27	1866	2850	1797	4067	15.96	56.78	440	3.667	47.554	27.798	322.667	16.991	2.478	634	16.262	792	3464	11.271	70.047	1969	309.048	309.051	326.507	309.125	331.333	1.884	2.72	2.72	2.616	2.72	2.588	.837	1.801	7.801	66.054	11.707	7.575	7.055	5.944	4.035	3.399	.732	.446	.294	.198	.119	.077	9.619	5.303	4.143	2.873	1.711	1.188	.601	.312	.173	.096	.05	.027	11.707	7.575	7.055	5.944	4.035	3.399	46.03	2.758	105.683	40	10.867	4.084	2.159	2.774	.936	.596	.348	.154	.09	.8	230	112	7	1	8.75	40	240	34	17	.75	2.25	2.891	6.689	3	3.974	346.939	2943.288	1.561	4.632	2.851	1.551	25.961	.338	.507	.987	1.272	40.697	.254	3.728	.24	2.608	83.471	.522	2.392	.492	3.281	104.98	.656	1.719	.619	3.578	114.49	.716	1.422	.675	3.578	114.49	.716	1.422	.675	3.578	114.49	.716	1.422	.675	2.368	3.584	40.225	40.226	42.935	40.237	43.709	.286	.286	-.878	.281	-1.2	0	0	0	0	0	3.753	.235	70.942	4.434	3.944	.247	73.422	4.589	3.93	.246	74.567	4.66	3.93	.246	74.567	4.66	3.911	.244	75.654	4.728	3.929	.246	74.572	4.661	3.905	.244	75.942	4.746	24	30	34	44	42	39	36	34	24	88.5	155.25	293.625	394.875	546.75	729	973.898	1025.156	349	4909.648	14.068	51.424	32.01	16.342	0	0	0	99.822	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
613-13-8	122.211	30.855	1.187	82	170	97	200	14	11.731	2.093	2.186	.003	30.5	5	23	57.066	45.6	.254	1587	2422	1649	3704	14.79	8	342	3.257	45.096	27.355	205.451	22.336	1.571	441.5	15.892	1174	7321	2.598	32.42	4153	230.667	230.668	238.814	230.703	241.067	1.673	2.49	2.49	2.432	2.489	2.416	.849	1.768	5.201	44.598	10.251	7.326	6.714	5.68	4.843	4.325	.683	.431	.28	.177	.113	.073	8.274	5.009	3.806	2.729	1.959	1.456	.552	.295	.159	.085	.046	.025	10.251	7.326	6.714	5.68	4.843	4.325	44.248	2.786	104.723	48.553	8.451	3.075	1.375	1.732	.884	.583	.338	.189	.114	1	204	92	6.133	.96	7.04	36	144	27	2	.521	2.174	2.69	6.513	3.64	3.884	282.408	2227.543	1.231	4.747	2.689	1.532	19.903	.314	.461	.954	1.187	30.855	.252	3.514	.23	2.121	55.153	.451	2.579	.41	2.882	74.927	.613	1.819	.557	3.873	100.702	.824	.827	.749	4.162	108.211	.885	.538	.805	4.316	112.211	.918	.385	.835	2.427	5.318	31.734	31.734	33.15	31.74	33.558	.143	.143	-.439	.14	-.6	0	0	0	0	0	3.644	.243	73.479	4.899	3.826	.255	69.685	4.646	3.821	.255	69.996	4.666	3.821	.255	69.996	4.666	3.806	.254	70.746	4.716	3.821	.255	70	4.667	3.801	.253	70.948	4.73	24	32	43	59	59	64	71	71	46	105.75	212.625	435.375	645.469	1047.938	1725.68	2588.52	2460.375	590	20140.84	34.137	220.445	31.361	15.408	0	0	0	72.873	0	0	0	79.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
613-47-8	92.239	30.49	1.452	60	152	69	160	9	8.841	2	2.089	.012	25.5	3	16	41.26	31.667	.282	852	1498	819	2366	11.939	6.856	190	2.879	31.176	19.997	126.857	8.82	1.535	220.5	11.456	514	2375	4.171	26.53	1166	130.214	130.223	165.701	130.302	176.623	1.895	2.778	2.777	2.327	2.776	2.22	.95	2.647	5.391	36.083	8.389	5.898	4.892	4.226	3.341	2.788	.699	.454	.288	.192	.124	.082	6.489	3.789	2.674	1.879	1.259	.866	.541	.291	.157	.085	.047	.025	8.389	5.898	4.892	4.226	3.341	2.788	36.654	2.458	69.532	36.405	7.282	2.932	1.333	1.779	.874	.559	.335	.18	.102	.75	135	64	5.333	.889	4.944	24	92	22	3	.896	1.959	2.483	5.855	2.918	3.56	163.853	1112.356	1.551	4.228	2.508	1.457	17.099	.399	.575	1.222	1.452	30.49	.331	2.94	.304	2.426	50.936	.552	1.967	.507	3.04	63.832	.692	1.353	.636	3.88	81.484	.883	.512	.812	4.107	86.239	.935	.286	.859	4.297	90.239	.978	.095	.899	2.343	3.555	22.509	22.511	30.416	22.527	33.054	.393	.392	-1.392	.389	-1.795	0	0	0	0	0	3.254	.271	50.649	4.221	3.418	.285	48.06	4.005	3.413	.284	48.305	4.025	3.413	.284	48.306	4.025	3.342	.279	50.682	4.224	3.413	.284	48.311	4.026	3.324	.277	51.223	4.269	17	22	27	34	29	26	22	19	5	68.25	126	232.875	275.906	364.5	472.711	606.551	153.773	228	2443.453	10.717	24.98	24.535	12.459	0	0	0	47.069	0	0	0	40.388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
613-50-3	80.711	32.672	1.72	66	224	76	218	10	9.246	1.902	2.037	.01	29	4	18	46.588	36.615	.275	1048	2179	1004	3947	12.933	15.166	238	3.051	35.219	22	164.571	10.593	1.762	290	12.688	606	2850	6.017	34.114	1392	155.238	155.253	216.083	155.43	234.046	1.909	2.904	2.904	2.219	2.901	2.08	2.41	3.43	15.837	55.626	9.259	6.271	5.622	4.523	3.515	2.93	.712	.448	.296	.188	.121	.079	6.675	3.764	2.638	1.797	1.177	.79	.513	.269	.139	.075	.041	.021	9.259	6.271	5.622	4.523	3.515	2.93	39.978	2.518	78.6	43.243	7.836	2.923	1.394	1.762	.807	.578	.332	.168	.096	.75	148	71	5.462	.959	5.893	28	112	20	6	.985	1.988	2.571	6.091	3.547	3.676	200.56	1449.65	1.42	4.565	2.549	1.485	19.14	.384	.559	1.168	1.72	32.672	.405	2.528	.364	2.715	51.591	.639	1.533	.574	3.532	67.101	.831	.716	.747	4.143	78.711	.975	.105	.876	4.143	78.711	.975	.105	.876	4.143	78.711	.975	.105	.876	2.359	3.555	24.576	24.578	35.347	24.608	38.724	.786	.784	-2.784	.778	-3.589	0	0	0	0	0	3.374	.26	55.216	4.247	3.559	.274	54.122	4.163	3.565	.274	53.715	4.132	3.565	.274	53.716	4.132	3.512	.27	56.379	4.337	3.565	.274	53.722	4.132	3.498	.269	56.999	4.385	19	24	29	37	34	32	26	23	8	74.25	135	253.125	326.531	455.625	563.836	743.238	307.547	263	3163.063	12.027	32.7	26.373	13.427	0	0	0	53.609	0	0	0	45.973	0	0	5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
613-93-4	80.711	28.181	1.483	44	130	48	120	5	6.356	1.765	1.888	.042	21.5	2	11	31.683	24.2	.316	504	932	432	1306	10.028	10.488	121	2.689	22.383	14.847	98.833	0	1.964	131.5	8.424	205	653	8.137	29.876	308	82.804	82.809	102.767	82.875	107.875	2.24	3.286	3.286	2.742	3.283	2.633	1.708	3.902	7.889	22.348	7.397	4.843	3.784	3.099	2.037	1.417	.74	.484	.315	.221	.145	.101	5.795	3.115	1.945	1.263	.734	.419	.579	.311	.162	.09	.052	.03	7.397	4.843	3.784	3.099	2.037	1.417	30.19	2.17	46.637	25.359	6.97	3.134	1.666	2.185	.934	.544	.322	.151	.07	1	90	47	4.7	.76	3.76	17	72	16	7	1.461	1.846	2.338	5.313	2.646	3.296	105.189	642.93	1.761	3.862	2.382	1.391	16.567	.52	.741	1.608	1.483	28.181	.349	2.765	.326	2.168	41.201	.51	2.079	.476	2.629	49.956	.619	1.619	.577	3.432	65.201	.808	.816	.753	3.577	67.956	.842	.671	.785	3.577	67.956	.842	.671	.785	2.214	1.792	17.258	17.259	21.679	17.275	22.855	.393	.392	-1.392	.389	-1.795	0	0	0	0	0	2.963	.296	33.968	3.397	3.119	.312	34.314	3.431	3.111	.311	34.426	3.443	3.111	.311	34.426	3.443	3.089	.309	35.275	3.528	3.111	.311	34.43	3.443	3.084	.308	35.447	3.545	12	14	14	14	8	6	2	0	0	44	65.25	97.875	78.469	83.531	22.781	0	0	90	441.906	4.91	3.968	19.527	10.476	0	0	0	31.076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
614-45-9	134.606	38.494	1.375	66	204	70	196	8	8.436	1.663	1.827	.015	31	4	15	53.786	47.429	.308	1336	2330	1204	3290	14.399	84.741	332	3.648	36.775	22.086	297.167	0	3.439	477	12.798	464	1740	16.498	70.754	698	233.188	233.289	493.226	233.431	561.097	2.226	3.208	3.206	1.498	3.204	1.318	2.138	4.344	13.787	32.923	10.604	6.489	6.475	3.804	2.6	2.149	.757	.463	.341	.211	.137	.098	8.611	4.44	3.933	1.377	.785	.492	.615	.317	.207	.076	.041	.022	10.604	6.489	6.475	3.804	2.6	2.149	41.273	2.561	77.203	36.274	10.896	4.356	4.062	3.391	.951	.582	.272	.122	.073	1	174	90	6.429	1.143	7.633	34	188	26	21	1.876	2.217	2.864	6.285	2.896	3.783	260.618	2086.726	1.959	4.26	2.722	1.505	28.024	.416	.636	1.172	1.375	38.494	.286	3.433	.274	2.248	62.938	.468	2.56	.448	2.963	82.957	.616	1.845	.59	3.235	90.567	.673	1.573	.644	3.333	93.322	.693	1.474	.664	3.333	93.322	.693	1.474	.664	2.248	1.792	34.656	34.671	72.437	34.691	82.396	.75	.748	-2.859	.745	-3.584	0	0	0	0	0	3.491	.249	54.969	3.926	3.694	.264	56.565	4.04	3.681	.263	57.173	4.084	3.681	.263	57.171	4.084	3.702	.264	55.533	3.967	3.681	.263	57.169	4.083	3.703	.265	55.391	3.956	19	18	19	22	16	14	10	8	6	48	71.75	112.875	98.719	113.906	68.344	68.344	68.344	160	715.281	4.471	6.261	27.13	14.329	0	0	0	49.954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
614-95-9	86.439	34.855	1.743	38	184	40	149	2	4.97	1.5	1.644	.083	24	2	11	32.333	26	.338	468	1118	349	1587	10.195	26.23	130	2.889	21.05	13.5	130	-11.897	2.353	148.5	7.714	130	297	15.429	45	130	98.916	98.951	203.844	99.17	231.433	3.53	4.624	4.622	2.228	4.611	1.963	2.361	3.615	14.844	67.179	7.983	4.757	3.343	2.598	1.784	.471	.798	.529	.334	.236	.198	.118	6.033	3.034	1.496	.877	.418	.132	.603	.337	.15	.08	.046	.033	7.983	4.757	3.343	2.598	1.784	.471	31.866	2.035	40.651	26.61	9.208	5.029	3.095	4.631	1.011	.517	.328	.155	.039	1	81	48	4.8	.84	4.8	18	80	18	30	1.846	1.895	2.418	5.317	2.722	3.287	108.802	691.146	1.761	3.568	2.379	1.394	26.779	.813	1.167	2.483	1.743	34.855	.403	2.579	.397	2.561	51.219	.593	1.761	.583	3.346	66.929	.774	.975	.762	3.646	72.929	.844	.675	.83	3.646	72.929	.844	.675	.83	3.646	72.929	.844	.675	.83	2.149	0	20.879	20.887	42.061	20.93	47.726	1.036	1.034	-3.738	1.026	-4.784	0	0	0	0	0	2.824	.282	32.808	3.281	3.104	.31	32.266	3.227	3.097	.31	32.1	3.21	3.097	.31	32.1	3.21	3.108	.311	31.822	3.182	3.097	.31	32.097	3.21	3.108	.311	31.825	3.183	10	11	9	4	2	0	0	0	0	16	16	5	3	0	0	0	0	55	74	1.345	.214	18.488	10.416	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
615-05-4	86.439	31.568	1.578	46	130	51	127	6	6.068	1.667	1.835	.048	22	3	12	31.257	23.2	.301	480	892	400	1243	9.83	13.928	116	2.578	22.817	15.129	89.833	0	1.393	121	8.607	210	655	7.278	27.586	320	82.845	82.863	123.399	82.93	132.33	2.356	3.341	3.341	2.388	3.338	2.249	1.095	1.527	8.786	40.313	7.56	4.736	4.064	3.134	2.335	1.394	.756	.474	.313	.209	.146	.087	5.795	2.928	2.001	1.254	.753	.381	.579	.293	.154	.084	.047	.024	7.56	4.736	4.064	3.134	2.335	1.394	30.111	2.097	48.188	26.61	7.214	2.791	1.549	2.014	.878	.567	.332	.16	.072	1	84	44	4.4	.88	3.84	18	52	14	11	1.185	1.922	2.247	5.325	2.722	3.295	101.137	617.738	1.895	3.605	2.259	1.394	16.535	.555	.779	1.755	1.578	31.568	.365	2.744	.349	2.709	54.174	.627	1.613	.599	3.346	66.929	.774	.975	.74	3.684	73.684	.852	.638	.814	3.884	77.684	.899	.438	.859	3.884	77.684	.899	.438	.859	2.267	1.792	17.331	17.335	26.629	17.35	28.696	.536	.535	-1.831	.529	-2.395	0	0	0	0	0	2.965	.296	32.872	3.287	3.115	.311	34.682	3.468	3.104	.31	35.19	3.519	3.104	.31	35.191	3.519	3.062	.306	36.709	3.671	3.104	.31	35.195	3.519	3.055	.306	36.925	3.693	13	15	16	16	11	3	1	0	0	38.25	58.875	89.438	67.5	22.781	7.594	0	0	95	330.938	3.484	2.66	19.398	10.504	0	0	0	30.19	0	0	0	0	0	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
615-53-2	69.487	30.732	1.808	34	180	35	142	2	4.277	1.459	1.608	.118	22	2	9	27.511	21.778	.358	354	932	256	1370	9.137	21.378	98	2.722	17.767	11.773	98	-10.026	2.387	107.5	6.674	98	215	13.348	36	98	71.857	71.887	158.846	72.059	181.687	3.325	4.499	4.498	2.032	4.487	1.778	2.396	3.384	13.736	38.136	7.276	4.219	3.151	2.359	1.142	.402	.808	.527	.35	.262	.19	.134	5.326	2.457	1.304	.655	.25	.105	.592	.307	.145	.073	.042	.035	7.276	4.219	3.151	2.359	1.142	.402	28.722	1.921	33.931	24.081	8.208	4.123	2.902	3.76	.922	.53	.312	.118	.036	1	70	42	4.667	.815	3.802	15	61	15	25	1.837	1.891	2.355	4.991	2.948	3.136	84.794	489.109	1.837	3.406	2.364	1.349	22.458	.816	1.166	2.471	1.808	30.732	.442	2.28	.434	2.676	45.487	.655	1.412	.642	3.41	57.977	.834	.677	.818	3.41	57.977	.834	.677	.818	3.41	57.977	.834	.677	.818	3.41	57.977	.834	.677	.818	2.112	0	16.798	16.804	36.293	16.842	41.494	1.036	1.034	-3.738	1.026	-4.784	0	0	0	0	0	2.713	.301	26.874	2.986	2.947	.327	27.123	3.014	2.946	.327	26.87	2.986	2.946	.327	26.87	2.986	2.951	.328	26.766	2.974	2.946	.327	26.87	2.986	2.95	.328	26.787	2.976	9	9	6	3	1	0	0	0	0	14	11	4	2	0	0	0	0	45	62	1.378	.192	16.485	9.445	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
616-23-9	43.02	20.755	1.73	20	43.21	19	25.889	1	2.485	1.385	1.513	.289	13.667	1	4	13.868	10.333	.414	114	183.877	69	138.482	5.614	7	31	2.067	9.083	6.757	31	-4.909	1.745	27	3.717	31	54	7.433	15	31	23.279	23.141	35.43	27.66	35.046	2.754	3.566	3.586	2.459	3.047	2.494	1.605	2.118	8.648	54.02	4.992	2.808	1.922	1.394	.289	0	.832	.562	.384	.348	.289	0	4.707	2.589	1.86	1.188	.146	0	.784	.518	.372	.297	.146	0	5.992	3.45	2.534	2.253	.433	0	24.62	1.559	16.245	13.755	6.532	3.713	3.532	4.043	1.553	.511	.281	.048	0	1	29	19	3.167	.556	2	7	20	6	14	1.459	1.459	1.826	3.76	1.918	2.551	27.384	116.561	1.459	2.446	1.953	1.166	11.299	.955	1.244	3.135	1.73	20.755	.482	1.855	.5	2.451	29.41	.684	1.134	.708	3.252	39.02	.907	.333	.94	3.252	39.02	.907	.333	.94	3.252	39.02	.907	.333	.94	3.252	39.02	.907	.333	.94	1.932	0	8.317	8.275	12.228	9.674	12.152	1.544	1.572	-.886	.668	-.809	0	0	0	0	0	2.301	.383	12.261	2.044	2.409	.401	13.88	2.313	2.411	.402	13.718	2.286	2.411	.402	13.714	2.286	2.404	.401	13.913	2.319	2.411	.402	13.822	2.304	2.403	.4	13.886	2.314	5	4	1	0	0	0	0	0	0	4	1	0	0	0	0	0	0	21	21	1	0	10.676	6.624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	
