	"Activity"	"Structure Name"	"set"	"Min_dist"	"Avg_dist"	"Order"	"S_sCH3"	"S_ssCH2"	"S_aaCH"	"S_sssCH"	"S_aasC"	"S_aaaC"	"S_sNH2"	"S_ssNH"	"S_aaN"	"S_sssN"	"S_ssO"	"S_sCl"	"N_ssCH2"	"N_sssCH"	"N_aasC"	"N_aaaC"	"Apol"	"IC"	"BIC"	"CIC"	"MW"	"Rotlbonds"	"Hbond acceptor"	"Hbond donor"	"AlogP98"	"Fh2o"	"Foct"	"MolRef"	"JX"	"Kappa-3"	"PHI"	"SC-3_P"	"SC-3_C"	"CHI-0"	"CHI-3_C"	"CHI-V-1"	"CHI-V-3_P"	"CHI-V-3_C"	"RadOfGyration"	"Jurs-PPSA-1"	"Jurs-PNSA-1"	"Jurs-PPSA-2"	"Jurs-PNSA-2"	"Jurs-DPSA-2"	"Jurs-PPSA-3"	"Jurs-FPSA-1"	"Jurs-FPSA-3"	"Jurs-FNSA-3"	"Jurs-WNSA-1"	"Jurs-WPSA-3"	"Jurs-RPCG"	"Jurs-RNCG"	"Jurs-RPCS"	"Jurs-RNCS"	"Jurs-TPSA"	"Jurs-TASA"	"Jurs-RPSA"	"Shadow-XY"	"Shadow-XZ"	"Shadow-YZ"	"Shadow-XYfrac"	"Shadow-XZfrac"	"Shadow-YZfrac"	"Shadow-nu"	"Shadow-Xlength"	"Shadow-Ylength"	"Shadow-Zlength"	"Density"	"PMI-mag"	"PMI-X"
"28-8"	4.928117993	"28-8"	1	999.9	999.9	191	1.643674612045288	0	11.37020492553711	0	3.242193937301636	1.17840588092804	11.41070556640625	0	12.2593822479248	0	5.130867481231689	0	0	0	5	2	12205.22011566162	3.568084478378296	0.704307496547699	0.8913471698760986	293.3274	3	4	4	2.231199979782104	-36.62365341186523	-35.70999908447266	89.79468536376953	1.855385303497314	4.308390140533447	3.67388129234314	42	7	15.52673244476318	1.439499258995056	6.664032459259033	3.203254222869873	0.5049450397491455	3.591733168515772	340.24281984	154.50215635008	704.0294509216484	-319.6954153210219	1023.72486624267	32.91878929896716	0.6877135417526288	0.06653688442168199	-0.06064747669914233	76.43916566473636	16.28640562792377	0.108028112183455	0.1850794066925095	1.121939672601945	1.821610494369827	77.31266735808001	417.432308832	0.1562677158511997	77.02329341939046	56.71623664383186	51.13330756110452	0.5921212121212122	0.6217948717948718	0.6121212121212121	1.557202200075797	11.9179796440279	10.91462516978526	7.65345672093694	1.149929425848978	635.8744542532147	208.0302478393565
"28-9"	5.943095149	"28-9"	1	999.9	999.9	192	4.783368110656738	1.518878221511841	7.586602687835693	0	4.362594604492188	1.188081502914429	11.52244758605957	0	12.40147113800049	0	16.13655471801758	0	2	0	7	2	13799.34004211426	3.767183542251587	0.7258787751197815	0.9332561492919922	355.3956	6	6	4	2.642999887466431	-42.76636123657227	-42.93000030517578	101.6044845581055	1.783104658126831	4.899408340454102	5.26535701751709	52	9	18.68143463134766	1.704791307449341	8.018532752990723	4.081563949584961	0.6490379571914673	4.866260243339963	459.4635239039998	151.73791277568	1205.210429382331	-398.020961832797	1603.231391215128	38.15730707810632	0.7517382917160856	0.06243000226798208	-0.06181353851351511	92.74243028727159	23.3218009059663	0.08521711015988152	0.1459984656458147	0.8027044534717437	2.107546349094563	103.00290029568	508.1985363839999	0.1685252915229354	110.5256787835114	61.74060454040627	39.54043214934285	0.5345622119815668	0.6393713813068652	0.6840659340659341	3.577020979244143	18.58530043422525	11.12488036784555	5.195748233534961	1.144351476287833	1789.282515599582	166.4438828887584
"30-3"	6.769551079	"30-3"	1	999.9	999.9	193	3.720283985137939	2.736102342605591	8.070341110229492	0	6.114386081695557	1.318203449249268	11.70577335357666	0	12.67213344573975	2.346199035644531	5.316575527191162	0	3	0	7	2	13402.26006317139	4.103465557098389	0.7906752228736877	0.5403906106948853	336.3956	3	4	4	2.551601409912109	-39.08456420898438	-38.12999725341797	101.7314910888672	1.645432829856873	3.575253963470459	3.651541471481323	57	10	17.55167770385742	1.834812164306641	8.155834197998047	4.77415657043457	0.8083034157752991	4.542224709869136	422.2921127039999	143.62921949376	965.4971625507275	-328.3831296671297	1293.880292217857	35.16953524879887	0.746202853078581	0.06214562563354471	-0.05203217439477877	81.28283923843311	19.90319024077633	0.0977690237694251	0.1674991066650209	1.039006389119209	1.135688154913044	78.63008098175999	487.2912512159999	0.1389417159385024	95.36456302236667	76.99807317980628	38.06930127219506	0.6283643892339544	0.6114906832298137	0.6646258503401361	2.649584543367567	18.26559808741149	8.308862291250358	6.893759300164206	1.143777843662192	1414.621015221133	111.1485435307349
"30-4"	6.638272164	"30-4"	1	999.9	999.9	194	5.316039562225342	2.578823566436768	5.9163818359375	0	6.458806037902832	1.280471801757812	11.74260520935059	0	12.69346046447754	2.307032585144043	10.87304496765137	0	3	0	8	2	14308.48004341125	3.958229064941406	0.7515453696250916	0.796658456325531	366.4218	4	5	4	2.535202026367188	-42.57091903686523	-42.07999801635742	108.1946868896484	1.6537846326828	3.895941734313965	4.289489269256592	62	11	19.1290283203125	1.964021444320679	8.684872627258301	5.072311401367188	0.8581132292747498	4.608227036757068	454.1233065599998	142.97149914432	1165.680696648212	-366.9908880848966	1532.671584733109	36.6875668775637	0.7605547765975388	0.06144345341321108	-0.05556654150830058	85.36753950283308	21.90595561652313	0.08708302308404074	0.1491917203596057	0.9254446232532521	0.9789283001526764	92.10836682432	504.9864388799998	0.1542608743944289	102.3343436224998	81.62086340061879	43.96491748160939	0.5840126811594203	0.6643222506393862	0.6832107843137255	2.722999624876329	18.29089613455709	9.579969961171969	6.717186431998796	1.152852169325775	1606.825321837587	153.494635958899
"32-9"	5.657577319	"32-9"	1	999.9	999.9	195	4.816869258880615	3.049909591674805	3.916089534759521	0	5.512923240661621	0	11.6893310546875	0	8.363993644714355	2.276719570159912	16.20749664306641	0	4	0	8	0	12980.81999588013	3.513269901275635	0.6964701414108276	1.130586266517639	345.4004	5	6	4	1.442902088165283	-41.2982063293457	-40.18000030517578	97.65927886962891	1.752028465270996	4.465974807739258	5.142070770263672	51	9	17.97432708740234	1.704791188240051	7.972939014434814	4.319296360015869	0.7345771789550781	4.203112792853571	469.8687544319998	116.55066073728	1209.223846180345	-299.9472427772317	1509.171088957577	35.48521279129579	0.8012503376893896	0.06051166089214899	-0.05691738967467994	68.34757030714889	20.80921773222913	0.08613938709947953	0.1489213824412758	0.9570262981767446	2.019452562097176	100.95324505728	485.4661701119999	0.1721519486665327	98.78395657927103	67.10796936162382	51.7590223828271	0.6186274509803922	0.5923611111111111	0.724400871459695	2.234859002685887	15.91178286122783	10.03548545511934	7.119815094421981	1.131769453896529	1146.466722677372	208.9679417174499
"34-2"	3.935542011	"34-2"	1	999.9	999.9	196	3.203486442565918	0.5485727190971375	7.455389022827148	0	3.69318699836731	1.394711017608643	11.53404712677002	3.309143781661987	8.128817558288574	0	10.51488494873047	0	1	0	6	2	12261.10004425049	3.795088529586792	0.7523378133773804	0.728473424911499	314.3462	5	4	6	0.4975004494190216	-48.25187683105469	-45.62000274658203	90.65578460693359	1.760212182998657	3.983703136444092	4.003218173980713	47	8	16.39697647094727	1.506279230117798	6.969013690948486	3.52503514289856	0.5439330339431763	4.647670588444292	417.1441612799999	133.51112869248	1097.029338934603	-351.11512482522	1448.144463759823	39.63643635543132	0.7575413673059377	0.07198048775198772	-0.06223498378153946	73.51860928471065	21.82601335477577	0.08497159140844676	0.1456188567123841	0.9235289817273384	2.006518062858102	87.10950819647999	463.5457817759998	0.1581924477667934	100.7342568586652	51.74133310925032	29.76846390459313	0.6460575719649562	0.7327731092436974	0.7710233029381965	4.038471711350782	16.88661367208204	9.233437166960201	4.181436661948	1.164029400302352	1391.145414188093	118.8196810416099
"34-7"	4.226945307	"34-7"	1	999.9	999.9	197	0	0.6165533661842346	16.35623168945312	0	2.645093441009521	3.853713989257812	11.60628223419189	3.461671113967896	8.201634407043457	0	0	0	1	0	4	4	12893.90013122559	3.534219026565552	0.6809900999069214	0.9893429279327393	304.3536	3	2	6	1.438700199127197	-43.28458023071289	-41.57999801635742	94.17958068847656	1.647097587585449	3.38331413269043	3.009069681167603	51	8	15.81118965148926	1.438237905502319	7.327602863311768	3.917457580566406	0.5704193711280823	4.485564487760202	364.356987456	160.803675648	825.4349382550157	-364.293737836259	1189.728676091275	36.43955252020005	0.6938009890200871	0.06938743717936041	-0.04796112983364743	84.44776493286419	19.13661956472129	0.09863932250383763	0.1690417395058072	1.024431205533761	2.292295225509197	48.442592352	476.7180707519999	0.09224337570463974	101.3772138077623	49.47016659625425	26.99694233360831	0.6488095238095238	0.7125850340136054	0.6865079365079365	3.973325261547688	16.60849947934855	9.40790098007842	4.179999971328604	1.146913828197578	1216.471327259143	107.5416035613297
"38-12"	4.835647144	"38-12"	1	999.9	999.9	198	2.02508807182312	0.6277960538864136	16.326416015625	0	2.493600368499756	3.560003042221069	11.58794498443604	0	8.101093292236328	2.131478786468506	0	0	1	0	4	4	13318.68012237549	3.720175504684448	0.7114753127098083	0.8647869825363159	319.3652	3	3	4	2.080200672149658	-37.47816848754883	-37.8599967956543	96.16897583007812	1.636240124702454	3.618369579315186	3.231905221939087	53	9	16.68143272399902	1.704524040222168	7.606266021728516	4.136370182037354	0.7318065166473389	4.409625756306204	365.82926688	174.4564032288	850.9637029882048	-405.8069774930647	1256.770680481269	35.30019491876058	0.6771034049567355	0.06533616727545635	-0.059707048682735	94.2562947232432	19.07218946665382	0.1000506836400887	0.1915315213654556	0.9424296268685317	4.720029107523461	73.03242334079999	467.2532467679999	0.1351737189810959	82.2524127345653	80.71602094732279	42.07341993690558	0.5595238095238095	0.623015873015873	0.6212121212121212	2.170511945479598	16.76916378579602	8.766347207239264	7.725902555256702	1.140223490486388	1199.777995026999	131.4142972774187
"38-13"	4.14327111	"38-13"	1	999.9	999.9	199	0	0.4350599050521851	6.735512733459473	0	3.036313056945801	0.9896680116653442	11.3847484588623	3.171393394470215	7.919646263122559	0	0	12.0402889251709	1	0	6	2	13439.74008178711	3.499227523803711	0.7063158750534058	0.8930898904800415	324.1688	3	3	5	1.869199991226196	-39.27090835571289	-39.38000106811523	85.09360504150391	1.819471478462219	3.504597187042236	3.484565258026123	43	8	14.98276329040527	1.659865856170654	6.779313087463379	3.517414093017578	0.7573047876358032	4.128948225882755	256.94015424	250.65780372864	569.0100326902607	-555.0973803807319	1124.107413070993	30.20234593080572	0.5061883134208236	0.05950052685726458	-0.08158059692843091	127.2333893215618	15.33064912033945	0.1050907481932511	0.201180101298221	1.091433306000948	5.044027694052552	79.81319748863999	427.7847604799999	0.1572370342230001	93.70938551050567	47.23889813766063	29.12106339260476	0.6194620253164557	0.7166968053044003	0.7261904761904762	3.772347752075987	15.76841370748295	9.593573256237267	4.180000027517433	1.30967831794349	1196.358006952557	177.4618665850437
"33-2"	6.366531544	"33-2"	1	999.9	999.9	200	1.813814520835876	-0.4644020795822144	7.879404067993164	-1.445521712303162	-1.083914041519165	0.8458364009857178	11.50382709503174	2.24796724319458	7.945255279541016	1.866674780845642	0	0	3	1	7	2	16390.50015068054	4.262198448181152	0.7760947942733765	0.7378015518188477	440.4146	9	8	5	-1.358697175979614	-43.78288650512695	-36.30999755859375	107.9059982299805	1.620488405227661	7.25	6.423824787139893	60	12	23.41348648071289	2.681807994842529	9.472023010253906	4.759792804718018	0.9086043834686279	5.1766640621607	379.6631139839999	328.97636114112	1249.668727802093	-1740.785009048706	2990.453736850798	37.14912796996462	0.5357634274000403	0.05242317041878797	-0.2103424243905233	233.1256358876151	26.32533854599164	0.07636723815983215	0.1209000197430134	0.3135597206190116	6.088366843878407	284.83970858112	423.799766544	0.4019529232841956	97.43976554592211	90.69147754310646	63.045843621466	0.5610859728506787	0.6010457516339869	0.6841880341880342	1.884628840807435	16.86329313014178	10.2982736888071	8.947805936641089	1.203146822019787	2538.262337678776	431.807504262114
"34-9"	7.356547324	"34-9"	1	999.9	999.9	201	0	-0.4623680114746094	7.996610164642334	-1.438159346580505	-0.9511370658874512	1.178290009498596	11.49661827087402	5.406771659851074	8.027771949768066	0	0	0	3	1	7	2	15965.72015953064	4.103726863861084	0.7516765594482422	0.8504694700241089	425.403	9	7	7	-2.000198364257812	-49.58930206298828	-40.03000259399414	105.9166107177734	1.569672107696533	7.239150524139404	6.190878391265869	57	11	22.54324340820312	2.483563184738159	9.187376022338867	4.515563011169434	0.7695464491844177	5.618270018802474	372.9471271679999	319.09086937728	1201.412320538579	-1666.101445801938	2867.513766340518	38.0882758718933	0.5389113445067869	0.05503783905223938	-0.2038850427265128	220.8230059597444	26.35853412624896	0.07802948953651614	0.1225236012825572	0.226154000639165	6.117616556291611	255.91926241728	436.1187341279999	0.3698052183476247	116.9072931557334	87.28706468348314	48.0557899866871	0.5949494949494949	0.5721315721315722	0.6241025641025642	2.551947589052988	19.73162544254212	9.958608102044188	7.731986944866842	1.212355829928359	3077.758053677911	306.6087686463165
"38-6"	4.920818754	"38-6"	1	999.9	999.9	202	0	0.5540533661842346	16.00753593444824	0	2.381204605102539	3.456569671630859	11.52628231048584	3.421671152114868	8.05052375793457	0	0	0	1	0	4	4	12805.42012786865	3.534219026565552	0.6809900999069214	0.9893429279327393	305.3384	3	3	5	1.448800086975098	-41.42455291748047	-40.91999816894531	91.93418121337891	1.639783620834351	3.38331413269043	3.009069681167603	51	8	15.81118965148926	1.438237905502319	7.228754043579102	3.813958168029785	0.5601612329483032	4.486986524693317	338.2827127679999	180.83582666688	793.8422144467957	-424.3643217015091	1218.206536148305	34.70653919535661	0.651648298163767	0.06685667445654832	-0.0656991276739991	93.87523021680985	18.01680793593294	0.09917404844574466	0.189853488894969	0.9820784059774688	4.637992179137642	77.54806116288	441.5704782719999	0.1493841103176549	99.78710388693176	49.54081790077292	27.01102083735594	0.6378968253968254	0.7131519274376418	0.6865079365079365	3.975836733287964	16.6189976711961	9.412806924503407	4.180000031704624	1.163193035069226	1218.193360184529	107.2390863347271
"34-4"	3.806875402	"34-4"	1	999.9	999.9	203	3.237086296081543	0.5148866772651672	7.374198913574219	0	3.70318865776062	1.373120427131653	11.54995059967041	3.307921171188354	8.134596824645996	0	10.58818435668945	0	1	0	6	2	12261.10004425049	3.795088529586792	0.7523378133773804	0.728473424911499	314.3462	5	4	6	0.4975004494190216	-48.23824310302734	-45.62000274658203	90.65578460693359	1.812165379524231	3.983703136444092	4.003218173980713	47	8	16.39697647094727	1.506279468536377	6.969013690948486	3.534465789794922	0.5418843030929565	4.597114024885884	418.3334453759999	129.5462887488	1097.704430562395	-339.928672005404	1437.633102567799	39.37547917572906	0.7635497707252467	0.07186883675963793	-0.06069901242501245	70.97578623654707	21.57302706183503	0.08516143987665624	0.1459442084854387	0.946161103496523	1.947159858181179	85.61899241280001	462.2607417119999	0.1562733335073444	101.3718603803018	50.38235543828428	32.83224127122752	0.5949074074074074	0.7583333333333333	0.7310405643738977	3.794101855482213	15.87682483765756	10.73258623874868	4.184606908935945	1.165131454686713	1231.538798130333	156.2775651083568
"34-6"	4.841637508	"34-6"	1	999.9	999.9	204	0	0.5371423363685608	7.16346549987793	0	3.302251815795898	1.377498865127563	11.46256923675537	3.24363112449646	8.076076507568359	0	0	11.86461353302002	1	0	6	2	13528.22008514404	3.49922776222229	0.7063159346580505	0.8930896520614624	323.184	3	2	6	1.859100103378296	-41.39002990722656	-40.04000091552734	87.33901214599609	1.793355345726013	3.504597187042236	3.484565258026123	43	8	14.98276329040527	1.644350528717041	6.878161907196045	3.800125122070312	0.7534087300300598	4.152657636897316	287.566732992	227.374179648	612.2452587844217	-484.0920152334418	1096.337274017863	32.41280340250602	0.5584460778571707	0.06294470415320469	-0.06227338121790431	117.0842675787124	16.69067856530734	0.104958843865809	0.1798717306185636	1.166114331528753	2.360473182768196	50.26076193599999	464.680150704	0.09760491097575261	95.11536844606036	51.86092485217674	25.19251815767809	0.6435828877005347	0.7316526610644257	0.6915584415584416	4.056986038712819	16.95779602304752	8.715188792548782	4.179900019677616	1.291779784775423	1415.004867801843	111.9143492369302
"35-4"	5.086186148	"35-4"	1	999.9	999.9	205	2.06443977355957	0.6859977841377258	16.57942581176758	0	2.783514976501465	3.935010433197021	11.69349098205566	0	8.270228385925293	2.195182323455811	0	0	1	0	4	4	13407.16012573242	3.803508758544922	0.7274126410484314	0.7814537286758423	318.3804	3	2	5	2.0701003074646	-39.33819961547852	-38.52000045776367	98.41437530517578	1.704494476318359	3.485596656799316	3.231905221939087	54	9	16.68143272399902	1.643356323242188	7.711097240447998	4.243916034698486	0.7209142446517944	4.271203822727482	393.1828010879999	154.164343872	886.4467274684134	-347.5698196940088	1234.016547162422	37.51687943774891	0.7183426545811865	0.06854311707516193	-0.0433511583017102	84.38141347297088	20.5347568480604	0.09911689684630054	0.1698601751743801	1.005451786248593	2.303393645230509	44.701575072	502.6455698879999	0.08166951355024749	91.40305585942018	70.11610105563283	45.02600480389798	0.6658053402239449	0.5915915915915916	0.7146448774355751	2.178915123026948	16.07008002326232	8.542704855962921	7.37526664229939	1.132915503657982	1139.790516706165	137.2102958917019
"35-5"	4.777283529	"35-5"	1	999.9	999.9	206	3.235610485076904	0.7152393460273743	7.686870574951172	0	4.042532920837402	1.463044404983521	11.5629825592041	0	8.165854454040527	0	10.5600700378418	0	1	0	6	2	13512.82005310059	3.795088529586792	0.7523378133773804	0.728473424911499	331.3916	5	5	5	1.508500576019287	-42.68275451660156	-41.51000213623047	93.36847686767578	1.75428295135498	3.983703136444092	4.284468173980713	47	8	16.39697647094727	1.506279230117798	7.843857765197754	4.450483798980713	0.664723813533783	4.644614230701756	400.0975883519998	158.66591486592	959.2098854475284	-380.3919804911908	1339.601865938719	37.89461113041758	0.7160410192287743	0.06781869415626192	-0.0638290548826313	88.65672243175769	21.1741256683129	0.09320905055352362	0.1597359309648773	0.9905468553848055	1.851669162957963	81.15032779392	477.6131754239998	0.1452319761877344	83.76518395848298	83.26543162092443	44.61809048297357	0.6012888764359765	0.6400602409638554	0.672093023255814	2.098450766002032	16.52233165577119	8.431581481705948	7.873585562957732	1.198868123673721	1346.076866978285	140.9410430498698
"35-6"	5.27572413	"35-6"	1	999.9	999.9	207	0	0.7038089632987976	7.394947052001953	0	3.65159797668457	1.445832133293152	11.49150466918945	0	8.113113403320312	0	0	11.90979862213135	1	0	6	2	14779.94009399414	3.49922776222229	0.7063159346580505	0.8930896520614624	340.2294	3	3	5	2.870100021362305	-35.82090759277344	-35.93000030517578	90.05170440673828	1.787055492401123	3.504597187042236	3.753216981887817	43	8	14.98276329040527	1.644350528717041	7.753005981445312	4.72557258605957	0.8741995692253113	4.153500656252878	272.6737896959999	250.79518464	517.1685477787594	-475.6723433201709	992.8408910989302	30.92868876980916	0.5208977094428109	0.05908409148611148	-0.06491947998680948	131.2834980719085	16.19020898788936	0.1178194756787692	0.2019117634562012	1.166716138758895	2.649706550800321	45.334921632	478.1340527039999	0.08660479198314586	79.53863335022073	76.03140423247935	37.49795622117485	0.6074404761904761	0.6193693693693694	0.6439189189189189	2.248526367877921	16.61386343754249	7.881407102215584	7.388778568437274	1.323757332587588	1370.662894571578	131.075914468134
"38-11"	3.863279433	"38-11"	1	999.9	999.9	208	0	0.5360367894172668	20.01535224914551	0	4.619134902954102	1.094478368759155	11.57873916625977	3.445764064788818	8.080941200256348	0	0	0	1	0	6	2	14050.26015090942	3.555084943771362	0.672623336315155	1.088771224021912	331.3761999999999	4	3	5	2.058800458908081	-41.71998596191406	-42.31999969482422	100.6201782226562	1.605648875236511	4.135279655456543	3.700852870941162	53	8	17.22540283203125	1.438237905502319	7.895421028137207	4.03618049621582	0.5601612329483032	4.421653556822614	380.7453323519999	184.29957387072	940.910661828574	-455.4473043593201	1396.357966187894	37.0423777368152	0.6738319877923544	0.06555652007278595	-0.0607123830902835	104.1375354346682	20.93060685456532	0.09417564982664228	0.1802848219585593	0.9325813911311552	4.481503425505655	75.26079540671999	489.7841108159998	0.1331943613293188	104.4985152450561	52.96515021647846	45.24892595399253	0.5912508544087491	0.5676581483033096	0.6468590831918506	2.52661892236276	15.35400006947146	11.51109929831565	6.076895860145468	1.139502641812564	1223.673210196749	205.6360907915264
"38-10"	4.790484985	"38-10"	1	999.9	999.9	209	0	0.5172294974327087	18.94168472290039	0	3.773875951766968	1.064018487930298	11.50764560699463	3.314195156097412	8.020542144775391	0	5.780631065368652	0	1	0	6	2	14395.06013870239	3.425006866455078	0.6435650587081909	1.275432825088501	347.3756	5	4	5	2.100600004196167	-45.483642578125	-45.47000503540039	101.7247772216797	1.401916742324829	4.899408340454102	4.122883319854736	52	8	17.93251037597656	1.581194400787354	8.047685623168945	3.871219158172607	0.5519064664840698	5.251733954409468	388.87730112	198.69476960256	1024.437418076763	-523.4308020403796	1547.868220117143	38.97538843689189	0.6618376204331542	0.06633294940136002	-0.06496600593888854	116.7474972171181	22.90084969108068	0.08834451451412897	0.1691220092029137	0.9175131702925367	4.240260804068153	93.36075435455999	494.211316368	0.1588924304039004	100.5932699111148	70.6046617676251	34.33685803281471	0.6364752086401571	0.5387334315169366	0.6142857142857143	2.827465381370287	19.24989536250595	8.210300645151245	6.808180743552298	1.165075928538576	2042.912707347917	102.7869621892481
"40-4"	6.397940009	"40-4"	1	999.9	999.9	210	5.332658767700195	0.7009704113006592	5.763201713562012	0	5.502539157867432	1.685579538345337	11.6852331161499	0	8.335646629333496	0	10.75527572631836	0	1	0	7	2	13640.96005439758	3.675310611724854	0.7285930514335632	0.8482513427734375	330.4038	4	5	4	3.144499778747559	-38.61732482910156	-36.03999710083008	94.40190124511719	2.002375602722168	3.665139436721802	4.164483547210693	49	9	16.56011199951172	1.698729515075684	7.866407871246338	4.95849609375	0.8922507762908936	4.192055062945738	372.5286660479999	163.43382065472	776.0360627192659	-340.4584721413325	1116.494534860598	31.74553559357183	0.6950648138451317	0.05923089093207377	-0.05386931523141553	87.59439692943005	17.01441619844046	0.1068371289840103	0.1838508165654403	1.057962632121711	1.970364391648922	78.06668403072001	457.8958026719999	0.1456569927328159	90.16133637677066	59.16609437455224	47.00898654163827	0.6117333333333334	0.5280701754385965	0.6321052631578947	1.981831433604837	14.90129413230049	9.890863472725343	7.518951349558471	1.177822357085391	984.81662054981	197.3326328388801
"40-9"	5.508638306	"40-9"	1	999.9	999.9	211	3.319761276245117	1.608163595199585	7.84922981262207	0	4.49826717376709	1.716361284255981	11.64668655395508	0	8.2908935546875	0	10.70933151245117	0	2	0	6	2	13592.80005645752	3.795088529586792	0.7523378133773804	0.728473424911499	330.4038	5	5	4	3.107399702072144	-38.188232421875	-35.86999893188477	94.385498046875	1.819386839866638	3.983703136444092	4.422446250915527	47	8	16.39697647094727	1.506279468536377	7.999817371368408	4.627317428588867	0.6528064608573914	4.214220426359843	363.5507272319999	179.40420206016	769.1388754657567	-379.5529388866967	1148.691814352453	29.90165572168461	0.6695780950104903	0.05507207708873153	-0.05336161258661923	97.40839584429054	16.23525136808578	0.1051972410543731	0.1810289340420727	1.117947191852684	0.9898580288342348	77.22925410815999	465.725675184	0.1422387935750805	99.17200315816878	54.91471902782764	35.61109539492922	0.5974486180014175	0.6669879518072289	0.712156862745098	3.319547257454247	16.53197790760803	10.04069346174104	4.980190557758881	1.179023156706769	1144.946107207819	164.4810964808721
"40-TABLE2-1"	4.244125144	"40-TABLE2-1"	1	999.9	999.9	212	2.038767099380493	0	10.17936611175537	0	4.112188816070557	1.754079580307007	11.5520133972168	0	8.269371032714844	0	0	0	0	0	5	2	11315.26009941101	3.419382095336914	0.711281418800354	0.7505428791046143	256.3246	1	3	4	3.142499923706055	-31.55552864074707	-28.15999984741211	78.18560791015625	2.259838819503784	2.400000095367432	2.4134521484375	40	7	12.69830513000488	1.297354698181152	6.357206344604492	4.106183528900146	0.683141827583313	3.832719847263013	284.1896386559999	170.150878128	450.5600791512405	-269.7606860814469	720.3207652326873	27.98984117032623	0.6254992195448592	0.06160542618661721	-0.04894148146626685	77.30643789992691	12.7169189020281	0.1403784020311428	0.2415700615692904	1.4579177144903	2.483281054064902	51.285928848	403.0545879359999	0.1128799368610616	75.62151640304569	52.41768182427711	29.31631468808661	0.6483108108108108	0.6666666666666666	0.6842592592592592	2.722534715258412	14.63090693326789	7.972432857149205	5.374001973700889	1.182046209067384	625.6949839413345	79.84167729281545
"16-10"	4.366531544	"16-10"	1	999.9	999.9	213	4.704714298248291	0.5086463093757629	3.811388969421387	0	4.641989707946777	1.565760970115662	11.66539001464844	3.3519446849823	8.260907173156738	0	16.22034454345703	0	1	0	8	2	14396.8200340271	3.844106435775757	0.7435516715049744	0.8563332557678223	440.3139	6	6	5	2.522900342941284	-49.80054092407227	-45.88000106811523	108.9396667480469	1.853780150413513	4.224489688873291	5.583563804626465	56	10	18.84457015991211	1.766770839691162	9.18348503112793	5.502084732055664	0.9024290442466736	4.612443184772284	382.7129792639998	228.53390254464	1040.965533567559	-621.6040003490151	1662.569533916574	33.17345481722695	0.6261184975399414	0.05427177758202846	-0.06022045594204788	139.6906353179708	20.27717081584979	0.0818240487548777	0.1408067567754029	0.9683699587296637	1.539849963164994	95.73960152063999	515.5072802879999	0.156630003963951	111.0499494208957	65.73483966840807	43.57689606880969	0.6070198105081827	0.6174043510877719	0.6577060931899642	2.761156818431975	17.14582937331331	10.66981778420213	6.209654322730644	1.37683649620137	1777.369983670415	289.2317863565308
"36-6A"	4.769551079	"36-6A"	1	999.9	999.9	214	4.717793464660645	0.4967250823974609	3.669965267181396	0	4.869690895080566	1.527392148971558	11.71391105651855	3.341366052627563	8.295428276062012	0	16.09198188781738	0	1	0	8	2	14396.8200340271	3.738149404525757	0.7230567932128906	0.9622902870178223	440.3139	6	6	5	2.757100582122803	-49.84827041625977	-45.88000106811523	109.781867980957	1.846704721450806	4.379504203796387	5.583563804626465	55	10	18.84457015991211	1.847480535507202	9.127426147460938	5.659039497375488	1.263656854629517	4.371568924637751	384.0988018559999	231.94848245184	1031.153936371816	-622.6902768453082	1653.844213217124	33.85789812906651	0.6234891568226847	0.05495990160415617	-0.05997511094175596	142.8912327137807	20.85806619478292	0.08290195915182652	0.1426610563326195	0.7808968373587505	1.404115573944631	95.79405173184	520.253232576	0.1554978881847834	91.77125011227848	82.87085335105991	59.45613586584052	0.5102351916376306	0.4731255645889792	0.5036375661375662	1.523553378701964	16.33584241244955	11.01018720455888	10.72219893363195	1.378320621846407	1600.100204377886	385.9263734202997
"41-4D"	3.301029996	"41-4D"	1	999.9	999.9	215	0	1.533676624298096	16.66900253295898	0	7.767507076263428	1.121729612350464	11.58420181274414	3.435158252716064	8.091075897216797	0	0	0	2	0	8	2	14519.08014678955	3.792376279830933	0.7078561782836914	0.9080634117126465	343.3872	3	3	5	2.203400135040283	-42.95816802978516	-43.63999938964844	104.2993927001953	1.376464605331421	3.446409940719604	3.118209838867188	62	10	17.67299842834473	1.77844500541687	8.429877281188965	4.831675052642822	0.7642854452133179	5.253064483009744	386.0405619839999	198.60425633664	930.1703862705824	-478.5398626992583	1408.710248969841	37.64196145961579	0.6602992960630015	0.06438432408883782	-0.05945371175264508	116.1129493636407	22.0071777187896	0.09658792979124788	0.1849027631994838	1.003126206105164	4.635919021148662	80.03191568064	504.6129026399999	0.1368898058662818	111.0346029561609	62.06089586663748	25.29134429925294	0.6598302687411598	0.7388024516737388	0.719954648526077	4.790262755524381	20.05970418220628	8.388833706883091	4.18759997227133	1.155508792984504	2005.425027196524	94.46455041339172
